scenario	accession	genus	domain	neighbour	dist	class	same_genus
novel_species	GCA_000151105.2	Thermococcus	Archaea	GCA_000517445.1	0.133125	congeneric	1
as_reported	GCA_000152265.2	Ferroplasma	Archaea	GCA_002078355.1	0.023316	congeneric	1
no_self_strain	GCA_000152265.2	Ferroplasma	Archaea	GCA_002078355.1	0.023316	congeneric	1
novel_species	GCA_000152265.2	Ferroplasma	Archaea	GCA_002078355.1	0.023316	congeneric	1
as_reported	GCA_000172995.2	Halogeometricum	Archaea	GCA_000337855.1	0.000057	same_strain	1
no_self_strain	GCA_000172995.2	Halogeometricum	Archaea	GCA_900112175.1	0.155887	congeneric	1
novel_species	GCA_000172995.2	Halogeometricum	Archaea	GCA_900112175.1	0.155887	congeneric	1
as_reported	GCA_000179575.2	Methanothermococcus	Archaea	GCA_049075655.1	0.139239	congeneric	1
no_self_strain	GCA_000179575.2	Methanothermococcus	Archaea	GCA_049075655.1	0.139239	congeneric	1
novel_species	GCA_000179575.2	Methanothermococcus	Archaea	GCA_049075655.1	0.139239	congeneric	1
as_reported	GCA_000186365.1	Desulfurococcus	Archaea	GCA_001006085.1	0.004940	same_species	1
no_self_strain	GCA_000186365.1	Desulfurococcus	Archaea	GCA_001006085.1	0.004940	same_species	1
novel_species	GCA_000186365.1	Desulfurococcus	Archaea	GCA_000231015.3	0.245371	congeneric	1
as_reported	GCA_000187225.2	Haladaptatus	Archaea	GCA_900142335.1	0.000033	same_strain	1
no_self_strain	GCA_000187225.2	Haladaptatus	Archaea	GCA_900156425.1	0.174771	congeneric	1
novel_species	GCA_000187225.2	Haladaptatus	Archaea	GCA_900156425.1	0.174771	congeneric	1
as_reported	GCA_000190315.1	Vulcanisaeta	Archaea	GCA_000148385.1	0.181843	congeneric	1
no_self_strain	GCA_000190315.1	Vulcanisaeta	Archaea	GCA_000148385.1	0.181843	congeneric	1
novel_species	GCA_000190315.1	Vulcanisaeta	Archaea	GCA_000148385.1	0.181843	congeneric	1
as_reported	GCA_000194625.1	Archaeoglobus	Archaea	GCA_016757965.1	0.283502	congeneric	1
no_self_strain	GCA_000194625.1	Archaeoglobus	Archaea	GCA_016757965.1	0.283502	congeneric	1
novel_species	GCA_000194625.1	Archaeoglobus	Archaea	GCA_016757965.1	0.283502	congeneric	1
as_reported	GCA_000195915.1	Thermoplasma	Archaea	GCA_000011185.1	0.265460	congeneric	1
no_self_strain	GCA_000195915.1	Thermoplasma	Archaea	GCA_000011185.1	0.265460	congeneric	1
novel_species	GCA_000195915.1	Thermoplasma	Archaea	GCA_000011185.1	0.265460	congeneric	1
as_reported	GCA_000195935.2	Pyrococcus	Archaea	GCA_000011105.1	0.228939	congeneric	1
no_self_strain	GCA_000195935.2	Pyrococcus	Archaea	GCA_000011105.1	0.228939	congeneric	1
novel_species	GCA_000195935.2	Pyrococcus	Archaea	GCA_000011105.1	0.228939	congeneric	1
as_reported	GCA_000196655.1	Methanohalobium	Archaea	GCA_000765475.1	0.328965	inter_genus	0
no_self_strain	GCA_000196655.1	Methanohalobium	Archaea	GCA_000765475.1	0.328965	inter_genus	0
novel_species	GCA_000196655.1	Methanohalobium	Archaea	GCA_000765475.1	0.328965	inter_genus	0
as_reported	GCA_000196895.1	Halalkalicoccus	Archaea	GCA_000485535.1	0.000002	same_strain	1
as_reported	GCA_000204415.1	Methanothrix	Archaea	GCA_029167045.1	0.287309	inter_genus	0
no_self_strain	GCA_000204415.1	Methanothrix	Archaea	GCA_029167045.1	0.287309	inter_genus	0
novel_species	GCA_000204415.1	Methanothrix	Archaea	GCA_029167045.1	0.287309	inter_genus	0
as_reported	GCA_000014945.1	Methanothrix	Archaea	GCA_029167045.1	0.328965	inter_genus	0
no_self_strain	GCA_000014945.1	Methanothrix	Archaea	GCA_029167045.1	0.328965	inter_genus	0
novel_species	GCA_000014945.1	Methanothrix	Archaea	GCA_029167045.1	0.328965	inter_genus	0
as_reported	GCA_000204925.1	Metallosphaera	Archaea	GCA_005222525.1	0.243761	congeneric	1
no_self_strain	GCA_000204925.1	Metallosphaera	Archaea	GCA_005222525.1	0.243761	congeneric	1
novel_species	GCA_000204925.1	Metallosphaera	Archaea	GCA_005222525.1	0.243761	congeneric	1
as_reported	GCA_000214415.1	Methanotorris	Archaea	GCA_000243455.2	0.123536	congeneric	1
no_self_strain	GCA_000214415.1	Methanotorris	Archaea	GCA_000243455.2	0.123536	congeneric	1
novel_species	GCA_000214415.1	Methanotorris	Archaea	GCA_000243455.2	0.123536	congeneric	1
as_reported	GCA_000214725.1	Methanobacterium	Archaea	GCA_017874455.1	0.218593	congeneric	1
no_self_strain	GCA_000214725.1	Methanobacterium	Archaea	GCA_017874455.1	0.218593	congeneric	1
novel_species	GCA_000214725.1	Methanobacterium	Archaea	GCA_017874455.1	0.218593	congeneric	1
as_reported	GCA_000215915.3	Halorhabdus	Archaea	GCA_000470655.1	0.002307	same_strain	1
no_self_strain	GCA_000215915.3	Halorhabdus	Archaea	GCA_000023945.1	0.123536	congeneric	1
novel_species	GCA_000215915.3	Halorhabdus	Archaea	GCA_000023945.1	0.123536	congeneric	1
as_reported	GCA_000215995.1	Pyrococcus	Archaea	GCA_900109425.1	0.197292	inter_genus	0
no_self_strain	GCA_000215995.1	Pyrococcus	Archaea	GCA_900109425.1	0.197292	inter_genus	0
novel_species	GCA_000215995.1	Pyrococcus	Archaea	GCA_900109425.1	0.197292	inter_genus	0
as_reported	GCA_000217715.1	Halopiger	Archaea	GCA_003610195.1	0.079608	congeneric	1
no_self_strain	GCA_000217715.1	Halopiger	Archaea	GCA_003610195.1	0.079608	congeneric	1
novel_species	GCA_000217715.1	Halopiger	Archaea	GCA_003610195.1	0.079608	congeneric	1
as_reported	GCA_000220175.2	Nitrosarchaeum	Archaea	GCA_000018465.1	0.213325	inter_genus	0
no_self_strain	GCA_000220175.2	Nitrosarchaeum	Archaea	GCA_000018465.1	0.213325	inter_genus	0
novel_species	GCA_000220175.2	Nitrosarchaeum	Archaea	GCA_000018465.1	0.213325	inter_genus	0
as_reported	GCA_000223905.1	Haloarcula	Archaea	GCA_039545215.1	0.000108	same_species	1
no_self_strain	GCA_000223905.1	Haloarcula	Archaea	GCA_039545215.1	0.000108	same_species	1
novel_species	GCA_000223905.1	Haloarcula	Archaea	GCA_000336615.1	0.041115	congeneric	1
as_reported	GCA_000230715.3	Natronobacterium	Archaea	GCA_900114025.1	0.000084	same_species	1
no_self_strain	GCA_000230715.3	Natronobacterium	Archaea	GCA_900114025.1	0.000084	same_species	1
novel_species	GCA_000230715.3	Natronobacterium	Archaea	GCA_000336655.1	0.164662	congeneric	1
as_reported	GCA_000230735.3	Natrinema	Archaea	GCA_000337635.1	0.000124	same_strain	1
no_self_strain	GCA_000230735.3	Natrinema	Archaea	GCA_000710605.1	0.042925	congeneric	1
novel_species	GCA_000230735.3	Natrinema	Archaea	GCA_000710605.1	0.042925	congeneric	1
as_reported	GCA_000231015.3	Desulfurococcus	Archaea	GCA_000020905.1	0.036035	same_species	1
no_self_strain	GCA_000231015.3	Desulfurococcus	Archaea	GCA_000020905.1	0.036035	same_species	1
novel_species	GCA_000231015.3	Desulfurococcus	Archaea	GCA_001006085.1	0.243761	congeneric	1
as_reported	GCA_000234805.1	Pyrobaculum	Archaea	GCA_000019805.1	0.250557	congeneric	1
no_self_strain	GCA_000234805.1	Pyrobaculum	Archaea	GCA_000019805.1	0.250557	congeneric	1
novel_species	GCA_000234805.1	Pyrobaculum	Archaea	GCA_000019805.1	0.250557	congeneric	1
as_reported	GCA_000243255.1	Methanoplanus	Archaea	GCA_029633915.1	0.239237	inter_genus	0
no_self_strain	GCA_000243255.1	Methanoplanus	Archaea	GCA_029633915.1	0.239237	inter_genus	0
novel_species	GCA_000243255.1	Methanoplanus	Archaea	GCA_029633915.1	0.239237	inter_genus	0
as_reported	GCA_000243455.2	Methanotorris	Archaea	GCA_047915675.1	0.000108	same_strain	1
no_self_strain	GCA_000243455.2	Methanotorris	Archaea	GCA_000214415.1	0.123536	congeneric	1
novel_species	GCA_000243455.2	Methanotorris	Archaea	GCA_000214415.1	0.123536	congeneric	1
as_reported	GCA_000246985.3	Thermococcus	Archaea	GCA_024054535.1	0.041769	congeneric	1
no_self_strain	GCA_000246985.3	Thermococcus	Archaea	GCA_024054535.1	0.041769	congeneric	1
novel_species	GCA_000246985.3	Thermococcus	Archaea	GCA_024054535.1	0.041769	congeneric	1
as_reported	GCA_000251105.1	Methanocella	Archaea	GCA_000011005.1	0.220489	congeneric	1
no_self_strain	GCA_000251105.1	Methanocella	Archaea	GCA_000011005.1	0.220489	congeneric	1
novel_species	GCA_000251105.1	Methanocella	Archaea	GCA_000011005.1	0.220489	congeneric	1
as_reported	GCA_000258515.1	Thermococcus	Archaea	GCA_055384795.1	0.038618	congeneric	1
no_self_strain	GCA_000258515.1	Thermococcus	Archaea	GCA_055384795.1	0.038618	congeneric	1
novel_species	GCA_000258515.1	Thermococcus	Archaea	GCA_055384795.1	0.038618	congeneric	1
as_reported	GCA_000259215.1	Halococcus	Archaea	GCA_000336675.1	0.000873	same_strain	1
no_self_strain	GCA_000259215.1	Halococcus	Archaea	GCA_024508235.1	0.187713	congeneric	1
novel_species	GCA_000259215.1	Halococcus	Archaea	GCA_024508235.1	0.187713	congeneric	1
as_reported	GCA_000264495.1	Thermogladius	Archaea	GCA_000513855.1	0.240698	inter_genus	0
no_self_strain	GCA_000264495.1	Thermogladius	Archaea	GCA_000513855.1	0.240698	inter_genus	0
novel_species	GCA_000264495.1	Thermogladius	Archaea	GCA_000513855.1	0.240698	inter_genus	0
as_reported	GCA_000265525.1	Thermococcus	Archaea	GCA_002214465.1	0.094438	congeneric	1
no_self_strain	GCA_000265525.1	Thermococcus	Archaea	GCA_002214465.1	0.094438	congeneric	1
novel_species	GCA_000265525.1	Thermococcus	Archaea	GCA_002214465.1	0.094438	congeneric	1
as_reported	GCA_000275865.1	Methanofollis	Archaea	GCA_013377755.1	0.052058	congeneric	1
no_self_strain	GCA_000275865.1	Methanofollis	Archaea	GCA_013377755.1	0.052058	congeneric	1
novel_species	GCA_000275865.1	Methanofollis	Archaea	GCA_013377755.1	0.052058	congeneric	1
as_reported	GCA_000304355.2	Methanoculleus	Archaea	GCA_023702065.1	0.142367	congeneric	1
no_self_strain	GCA_000304355.2	Methanoculleus	Archaea	GCA_023702065.1	0.142367	congeneric	1
novel_species	GCA_000304355.2	Methanoculleus	Archaea	GCA_023702065.1	0.142367	congeneric	1
as_reported	GCA_000317795.1	Caldisphaera	Archaea	GCA_030815255.1	0.328965	inter_genus	0
no_self_strain	GCA_000317795.1	Caldisphaera	Archaea	GCA_030815255.1	0.328965	inter_genus	0
novel_species	GCA_000317795.1	Caldisphaera	Archaea	GCA_030815255.1	0.328965	inter_genus	0
as_reported	GCA_000320505.2	Methanobrevibacter	Archaea	GCA_000621965.1	0.172288	congeneric	1
no_self_strain	GCA_000320505.2	Methanobrevibacter	Archaea	GCA_000621965.1	0.172288	congeneric	1
novel_species	GCA_000320505.2	Methanobrevibacter	Archaea	GCA_000621965.1	0.172288	congeneric	1
as_reported	GCA_000327485.1	Methanoregula	Archaea	GCA_000017625.1	0.256381	congeneric	1
no_self_strain	GCA_000327485.1	Methanoregula	Archaea	GCA_000017625.1	0.256381	congeneric	1
novel_species	GCA_000327485.1	Methanoregula	Archaea	GCA_000017625.1	0.256381	congeneric	1
as_reported	GCA_000328685.1	Natronococcus	Archaea	GCA_000337675.1	0.113634	congeneric	1
no_self_strain	GCA_000328685.1	Natronococcus	Archaea	GCA_000337675.1	0.113634	congeneric	1
novel_species	GCA_000328685.1	Natronococcus	Archaea	GCA_000337675.1	0.113634	congeneric	1
as_reported	GCA_000336615.1	Haloarcula	Archaea	GCA_000223905.1	0.041115	congeneric	1
no_self_strain	GCA_000336615.1	Haloarcula	Archaea	GCA_000223905.1	0.041115	congeneric	1
novel_species	GCA_000336615.1	Haloarcula	Archaea	GCA_000223905.1	0.041115	congeneric	1
as_reported	GCA_000336655.1	Natronobacterium	Archaea	GCA_003610195.1	0.158887	inter_genus	0
no_self_strain	GCA_000336655.1	Natronobacterium	Archaea	GCA_003610195.1	0.158887	inter_genus	0
novel_species	GCA_000336655.1	Natronobacterium	Archaea	GCA_003610195.1	0.158887	inter_genus	0
as_reported	GCA_000336675.1	Halococcus	Archaea	GCA_000259215.1	0.000873	same_strain	1
no_self_strain	GCA_000336675.1	Halococcus	Archaea	GCA_024508235.1	0.187235	congeneric	1
novel_species	GCA_000336675.1	Halococcus	Archaea	GCA_024508235.1	0.187235	congeneric	1
as_reported	GCA_000336695.1	Halococcus	Archaea	GCA_052043925.1	0.002214	same_strain	1
no_self_strain	GCA_000336695.1	Halococcus	Archaea	GCA_024508235.1	0.063385	congeneric	1
novel_species	GCA_000336695.1	Halococcus	Archaea	GCA_024508235.1	0.063385	congeneric	1
as_reported	GCA_000336735.1	Haloferax	Archaea	GCA_030535215.1	0.000110	same_species	1
no_self_strain	GCA_000336735.1	Haloferax	Archaea	GCA_030535215.1	0.000110	same_species	1
novel_species	GCA_000336735.1	Haloferax	Archaea	GCA_000337795.1	0.053322	congeneric	1
as_reported	GCA_000336755.1	Haloferax	Archaea	GCA_000336795.1	0.150849	congeneric	1
no_self_strain	GCA_000336755.1	Haloferax	Archaea	GCA_000336795.1	0.150849	congeneric	1
novel_species	GCA_000336755.1	Haloferax	Archaea	GCA_000336795.1	0.150849	congeneric	1
as_reported	GCA_000336775.1	Haloferax	Archaea	GCA_000336815.1	0.029170	congeneric	1
no_self_strain	GCA_000336775.1	Haloferax	Archaea	GCA_000336815.1	0.029170	congeneric	1
novel_species	GCA_000336775.1	Haloferax	Archaea	GCA_000336815.1	0.029170	congeneric	1
as_reported	GCA_000336795.1	Haloferax	Archaea	GCA_030535215.1	0.006818	same_species	1
