scenario	accession	genus	domain	neighbour	dist	class	same_genus
novel_species	GCA_000337795.1	Haloferax	Archaea	GCA_014635105.1	0.035437	congeneric	1
as_reported	GCA_000337815.1	Haloferax	Archaea	GCA_005406325.1	0.119786	congeneric	1
no_self_strain	GCA_000337815.1	Haloferax	Archaea	GCA_005406325.1	0.119786	congeneric	1
novel_species	GCA_000337815.1	Haloferax	Archaea	GCA_005406325.1	0.119786	congeneric	1
as_reported	GCA_000337835.1	Haloferax	Archaea	GCA_014635105.1	0.015142	same_species	1
no_self_strain	GCA_000337835.1	Haloferax	Archaea	GCA_014635105.1	0.015142	same_species	1
novel_species	GCA_000337835.1	Haloferax	Archaea	GCA_000337795.1	0.040641	congeneric	1
as_reported	GCA_000337855.1	Halogeometricum	Archaea	GCA_000172995.2	0.000503	same_strain	1
no_self_strain	GCA_000337855.1	Halogeometricum	Archaea	GCA_900112175.1	0.155999	congeneric	1
novel_species	GCA_000337855.1	Halogeometricum	Archaea	GCA_900112175.1	0.155999	congeneric	1
as_reported	GCA_000337895.1	Halobiforma	Archaea	GCA_000336655.1	0.162501	inter_genus	0
no_self_strain	GCA_000337895.1	Halobiforma	Archaea	GCA_000336655.1	0.162501	inter_genus	0
novel_species	GCA_000337895.1	Halobiforma	Archaea	GCA_000336655.1	0.162501	inter_genus	0
as_reported	GCA_000337915.1	Halorubrum	Archaea	GCA_007671685.1	0.102884	congeneric	1
no_self_strain	GCA_000337915.1	Halorubrum	Archaea	GCA_007671685.1	0.102884	congeneric	1
novel_species	GCA_000337915.1	Halorubrum	Archaea	GCA_007671685.1	0.102884	congeneric	1
as_reported	GCA_000376445.1	Haladaptatus	Archaea	GCA_900142335.1	0.000335	same_strain	1
no_self_strain	GCA_000376445.1	Haladaptatus	Archaea	GCA_054177585.1	0.179832	congeneric	1
novel_species	GCA_000376445.1	Haladaptatus	Archaea	GCA_054177585.1	0.179832	congeneric	1
as_reported	GCA_000379085.1	Halomicrobium	Archaea	GCA_000023965.1	0.036818	congeneric	1
no_self_strain	GCA_000379085.1	Halomicrobium	Archaea	GCA_000023965.1	0.036818	congeneric	1
novel_species	GCA_000379085.1	Halomicrobium	Archaea	GCA_000023965.1	0.036818	congeneric	1
as_reported	GCA_000385565.1	Archaeoglobus	Archaea	GCA_001006045.1	0.293336	inter_genus	0
no_self_strain	GCA_000385565.1	Archaeoglobus	Archaea	GCA_001006045.1	0.293336	inter_genus	0
novel_species	GCA_000385565.1	Archaeoglobus	Archaea	GCA_001006045.1	0.293336	inter_genus	0
as_reported	GCA_000400975.1	Halarchaeum	Archaea	GCA_000474235.1	0.019119	same_strain	1
no_self_strain	GCA_000400975.1	Halarchaeum	Archaea	GCA_039520965.1	0.143696	congeneric	1
novel_species	GCA_000400975.1	Halarchaeum	Archaea	GCA_039520965.1	0.143696	congeneric	1
as_reported	GCA_000421805.1	Halorubrum	Archaea	GCA_002114285.1	0.002056	same_strain	1
no_self_strain	GCA_000421805.1	Halorubrum	Archaea	GCA_900188075.1	0.021108	same_species	1
novel_species	GCA_000421805.1	Halorubrum	Archaea	GCA_000337435.1	0.099362	congeneric	1
as_reported	GCA_000427685.1	Haloplanus	Archaea	GCA_003342675.1	0.129841	congeneric	1
no_self_strain	GCA_000427685.1	Haloplanus	Archaea	GCA_003342675.1	0.129841	congeneric	1
novel_species	GCA_000427685.1	Haloplanus	Archaea	GCA_003342675.1	0.129841	congeneric	1
as_reported	GCA_000455345.1	Halopiger	Archaea	GCA_000455365.1	0.197870	congeneric	1
no_self_strain	GCA_000455345.1	Halopiger	Archaea	GCA_000455365.1	0.197870	congeneric	1
novel_species	GCA_000455345.1	Halopiger	Archaea	GCA_000455365.1	0.197870	congeneric	1
as_reported	GCA_000455365.1	Halopiger	Archaea	GCA_000337475.1	0.194610	inter_genus	0
no_self_strain	GCA_000455365.1	Halopiger	Archaea	GCA_000337475.1	0.194610	inter_genus	0
novel_species	GCA_000455365.1	Halopiger	Archaea	GCA_000337475.1	0.194610	inter_genus	0
as_reported	GCA_000470655.1	Halorhabdus	Archaea	GCA_000215915.3	0.005878	same_strain	1
no_self_strain	GCA_000470655.1	Halorhabdus	Archaea	GCA_000023945.1	0.134027	congeneric	1
novel_species	GCA_000470655.1	Halorhabdus	Archaea	GCA_000023945.1	0.134027	congeneric	1
as_reported	GCA_000474235.1	Halarchaeum	Archaea	GCA_000400975.1	0.019119	same_strain	1
no_self_strain	GCA_000474235.1	Halarchaeum	Archaea	GCA_039520965.1	0.134566	congeneric	1
novel_species	GCA_000474235.1	Halarchaeum	Archaea	GCA_039520965.1	0.134566	congeneric	1
as_reported	GCA_000485535.1	Halalkalicoccus	Archaea	GCA_000196895.1	0.000279	same_strain	1
no_self_strain	GCA_000485535.1	Halalkalicoccus	Archaea	GCA_001593955.1	0.134566	congeneric	1
novel_species	GCA_000485535.1	Halalkalicoccus	Archaea	GCA_001593955.1	0.134566	congeneric	1
as_reported	GCA_000495475.1	Candidatus Halobonum	Archaea	GCA_019880225.1	0.236952	inter_genus	0
no_self_strain	GCA_000495475.1	Candidatus Halobonum	Archaea	GCA_019880225.1	0.236952	inter_genus	0
novel_species	GCA_000495475.1	Candidatus Halobonum	Archaea	GCA_019880225.1	0.236952	inter_genus	0
as_reported	GCA_000513855.1	Desulfurococcus	Archaea	GCA_000020905.1	0.014340	same_species	1
no_self_strain	GCA_000513855.1	Desulfurococcus	Archaea	GCA_000020905.1	0.014340	same_species	1
novel_species	GCA_000513855.1	Desulfurococcus	Archaea	GCA_000186365.1	0.202401	congeneric	1
as_reported	GCA_000517625.1	Halostagnicola	Archaea	GCA_900116205.1	0.110072	congeneric	1
no_self_strain	GCA_000517625.1	Halostagnicola	Archaea	GCA_900116205.1	0.110072	congeneric	1
novel_species	GCA_000517625.1	Halostagnicola	Archaea	GCA_900116205.1	0.110072	congeneric	1
as_reported	GCA_000591035.1	Aeropyrum	Archaea	GCA_001316065.1	0.010542	same_strain	1
no_self_strain	GCA_000591035.1	Aeropyrum	Archaea	GCA_000011125.1	0.105828	congeneric	1
novel_species	GCA_000591035.1	Aeropyrum	Archaea	GCA_000011125.1	0.105828	congeneric	1
as_reported	GCA_000011125.1	Aeropyrum	Archaea	GCA_000591035.1	0.105828	congeneric	1
no_self_strain	GCA_000011125.1	Aeropyrum	Archaea	GCA_000591035.1	0.105828	congeneric	1
novel_species	GCA_000011125.1	Aeropyrum	Archaea	GCA_000591035.1	0.105828	congeneric	1
as_reported	GCA_000685635.1	Haloferax	Archaea	GCA_000337295.1	0.003430	same_strain	1
no_self_strain	GCA_000685635.1	Haloferax	Archaea	GCA_000337815.1	0.122999	congeneric	1
novel_species	GCA_000685635.1	Haloferax	Archaea	GCA_000337815.1	0.122999	congeneric	1
as_reported	GCA_000710615.1	Haladaptatus	Archaea	GCA_900156425.1	0.075127	congeneric	1
no_self_strain	GCA_000710615.1	Haladaptatus	Archaea	GCA_900156425.1	0.075127	congeneric	1
novel_species	GCA_000710615.1	Haladaptatus	Archaea	GCA_900156425.1	0.075127	congeneric	1
as_reported	GCA_000739555.1	Halolamina	Archaea	GCA_900115675.1	0.103975	congeneric	1
no_self_strain	GCA_000739555.1	Halolamina	Archaea	GCA_900115675.1	0.103975	congeneric	1
novel_species	GCA_000739555.1	Halolamina	Archaea	GCA_900115675.1	0.103975	congeneric	1
as_reported	GCA_000739575.1	Halobellus	Archaea	GCA_037031285.1	0.122068	congeneric	1
no_self_strain	GCA_000739575.1	Halobellus	Archaea	GCA_037031285.1	0.122068	congeneric	1
novel_species	GCA_000739575.1	Halobellus	Archaea	GCA_037031285.1	0.122068	congeneric	1
as_reported	GCA_000739595.1	Halorubrum	Archaea	GCA_004114995.1	0.104342	congeneric	1
no_self_strain	GCA_000739595.1	Halorubrum	Archaea	GCA_004114995.1	0.104342	congeneric	1
novel_species	GCA_000739595.1	Halorubrum	Archaea	GCA_004114995.1	0.104342	congeneric	1
as_reported	GCA_000755245.1	Halococcus	Archaea	GCA_024508235.1	0.141318	congeneric	1
no_self_strain	GCA_000755245.1	Halococcus	Archaea	GCA_024508235.1	0.141318	congeneric	1
novel_species	GCA_000755245.1	Halococcus	Archaea	GCA_024508235.1	0.141318	congeneric	1
as_reported	GCA_000789255.1	Geoglobus	Archaea	GCA_001006045.1	0.192497	congeneric	1
no_self_strain	GCA_000789255.1	Geoglobus	Archaea	GCA_001006045.1	0.192497	congeneric	1
novel_species	GCA_000789255.1	Geoglobus	Archaea	GCA_001006045.1	0.192497	congeneric	1
as_reported	GCA_000800805.1	Candidatus Methanoplasma	Archaea	GCA_000300255.2	0.335603	inter_genus	0
no_self_strain	GCA_000800805.1	Candidatus Methanoplasma	Archaea	GCA_000300255.2	0.335603	inter_genus	0
novel_species	GCA_000800805.1	Candidatus Methanoplasma	Archaea	GCA_000300255.2	0.335603	inter_genus	0
as_reported	GCA_000300255.2	Methanomethylophilus	Archaea	GCA_003711245.1	0.000223	same_species	1
no_self_strain	GCA_000300255.2	Methanomethylophilus	Archaea	GCA_003711245.1	0.000223	same_species	1
novel_species	GCA_000300255.2	Methanomethylophilus	Archaea	GCA_000800805.1	0.335603	inter_genus	0
as_reported	GCA_001006045.1	Geoglobus	Archaea	GCA_000789255.1	0.192497	congeneric	1
no_self_strain	GCA_001006045.1	Geoglobus	Archaea	GCA_000789255.1	0.192497	congeneric	1
novel_species	GCA_001006045.1	Geoglobus	Archaea	GCA_000789255.1	0.192497	congeneric	1
as_reported	GCA_001006085.1	Desulfurococcus	Archaea	GCA_000186365.1	0.012627	same_species	1
no_self_strain	GCA_001006085.1	Desulfurococcus	Archaea	GCA_000186365.1	0.012627	same_species	1
novel_species	GCA_001006085.1	Desulfurococcus	Archaea	GCA_000231015.3	0.207161	congeneric	1
as_reported	GCA_001011115.1	Halanaeroarchaeum	Archaea	GCA_001886955.1	0.290480	inter_genus	0
no_self_strain	GCA_001011115.1	Halanaeroarchaeum	Archaea	GCA_001886955.1	0.290480	inter_genus	0
novel_species	GCA_001011115.1	Halanaeroarchaeum	Archaea	GCA_001886955.1	0.290480	inter_genus	0
as_reported	GCA_001280425.1	Haloarcula	Archaea	GCA_039539865.1	0.075860	congeneric	1
no_self_strain	GCA_001280425.1	Haloarcula	Archaea	GCA_039539865.1	0.075860	congeneric	1
