scenario	accession	genus	domain	neighbour	dist	class	same_genus
no_self_strain	GCA_000237865.1	Haloquadratum	Archaea	GCA_014212355.1	0.281349	inter_genus	0
novel_species	GCA_000237865.1	Haloquadratum	Archaea	GCA_014212355.1	0.281349	inter_genus	0
as_reported	GCA_000259215.1	Halococcus	Archaea	GCA_000336675.1	0.005198	same_strain	1
no_self_strain	GCA_000259215.1	Halococcus	Archaea	GCA_009900715.1	0.082538	congeneric	1
novel_species	GCA_000259215.1	Halococcus	Archaea	GCA_009900715.1	0.082538	congeneric	1
as_reported	GCA_000283335.1	Halogranum	Archaea	GCA_900114455.1	0.034863	same_species	1
no_self_strain	GCA_000283335.1	Halogranum	Archaea	GCA_900114455.1	0.034863	same_species	1
novel_species	GCA_000283335.1	Halogranum	Archaea	GCA_900110465.1	0.152291	congeneric	1
as_reported	GCA_000306765.2	Haloferax	Archaea	GCA_005406325.1	0.000143	same_strain	1
no_self_strain	GCA_000306765.2	Haloferax	Archaea	GCA_000337815.1	0.122589	congeneric	1
novel_species	GCA_000306765.2	Haloferax	Archaea	GCA_000337815.1	0.122589	congeneric	1
as_reported	GCA_000317795.1	Caldisphaera	Archaea	GCA_000144915.1	0.380922	inter_genus	0
no_self_strain	GCA_000317795.1	Caldisphaera	Archaea	GCA_000144915.1	0.380922	inter_genus	0
novel_species	GCA_000317795.1	Caldisphaera	Archaea	GCA_000144915.1	0.380922	inter_genus	0
as_reported	GCA_000336615.1	Haloarcula	Archaea	GCA_000223905.1	0.042755	congeneric	1
no_self_strain	GCA_000336615.1	Haloarcula	Archaea	GCA_000223905.1	0.042755	congeneric	1
novel_species	GCA_000336615.1	Haloarcula	Archaea	GCA_000223905.1	0.042755	congeneric	1
as_reported	GCA_000336635.1	Haloarcula	Archaea	GCA_039545195.1	0.001230	same_species	1
no_self_strain	GCA_000336635.1	Haloarcula	Archaea	GCA_039545195.1	0.001230	same_species	1
novel_species	GCA_000336635.1	Haloarcula	Archaea	GCA_042429525.1	0.065550	congeneric	1
as_reported	GCA_000336675.1	Halococcus	Archaea	GCA_000259215.1	0.005198	same_strain	1
no_self_strain	GCA_000336675.1	Halococcus	Archaea	GCA_009900715.1	0.080457	congeneric	1
novel_species	GCA_000336675.1	Halococcus	Archaea	GCA_009900715.1	0.080457	congeneric	1
as_reported	GCA_000336695.1	Halococcus	Archaea	GCA_052043925.1	0.007975	same_strain	1
no_self_strain	GCA_000336695.1	Halococcus	Archaea	GCA_022870485.1	0.053315	congeneric	1
novel_species	GCA_000336695.1	Halococcus	Archaea	GCA_022870485.1	0.053315	congeneric	1
as_reported	GCA_000336715.1	Halococcus	Archaea	GCA_024508235.1	0.068792	congeneric	1
no_self_strain	GCA_000336715.1	Halococcus	Archaea	GCA_024508235.1	0.068792	congeneric	1
novel_species	GCA_000336715.1	Halococcus	Archaea	GCA_024508235.1	0.068792	congeneric	1
as_reported	GCA_000336735.1	Haloferax	Archaea	GCA_030535215.1	0.001303	same_species	1
no_self_strain	GCA_000336735.1	Haloferax	Archaea	GCA_030535215.1	0.001303	same_species	1
novel_species	GCA_000336735.1	Haloferax	Archaea	GCA_000337795.1	0.059076	congeneric	1
as_reported	GCA_000336755.1	Haloferax	Archaea	GCA_000337295.1	0.167597	congeneric	1
no_self_strain	GCA_000336755.1	Haloferax	Archaea	GCA_000337295.1	0.167597	congeneric	1
novel_species	GCA_000336755.1	Haloferax	Archaea	GCA_000337295.1	0.167597	congeneric	1
as_reported	GCA_000336775.1	Haloferax	Archaea	GCA_000336815.1	0.040653	congeneric	1
no_self_strain	GCA_000336775.1	Haloferax	Archaea	GCA_000336815.1	0.040653	congeneric	1
novel_species	GCA_000336775.1	Haloferax	Archaea	GCA_000336815.1	0.040653	congeneric	1
as_reported	GCA_000336795.1	Haloferax	Archaea	GCA_030535215.1	0.012904	same_species	1
no_self_strain	GCA_000336795.1	Haloferax	Archaea	GCA_030535215.1	0.012904	same_species	1
novel_species	GCA_000336795.1	Haloferax	Archaea	GCA_000337795.1	0.059659	congeneric	1
as_reported	GCA_000336815.1	Haloferax	Archaea	GCA_000336775.1	0.040653	congeneric	1
no_self_strain	GCA_000336815.1	Haloferax	Archaea	GCA_000336775.1	0.040653	congeneric	1
novel_species	GCA_000336815.1	Haloferax	Archaea	GCA_000336775.1	0.040653	congeneric	1
as_reported	GCA_000336875.1	Halorubrum	Archaea	GCA_000337395.1	0.100099	congeneric	1
no_self_strain	GCA_000336875.1	Halorubrum	Archaea	GCA_000337395.1	0.100099	congeneric	1
novel_species	GCA_000336875.1	Halorubrum	Archaea	GCA_000337395.1	0.100099	congeneric	1
as_reported	GCA_000336895.1	Haloarcula	Archaea	GCA_032905985.1	0.004410	same_species	1
no_self_strain	GCA_000336895.1	Haloarcula	Archaea	GCA_032905985.1	0.004410	same_species	1
novel_species	GCA_000336895.1	Haloarcula	Archaea	GCA_042429525.1	0.041846	congeneric	1
as_reported	GCA_000336915.1	Halococcus	Archaea	GCA_052043865.1	0.105125	congeneric	1
no_self_strain	GCA_000336915.1	Halococcus	Archaea	GCA_052043865.1	0.105125	congeneric	1
novel_species	GCA_000336915.1	Halococcus	Archaea	GCA_052043865.1	0.105125	congeneric	1
as_reported	GCA_000336935.1	Halococcus	Archaea	GCA_052043865.1	0.002043	same_species	1
no_self_strain	GCA_000336935.1	Halococcus	Archaea	GCA_052043865.1	0.002043	same_species	1
novel_species	GCA_000336935.1	Halococcus	Archaea	GCA_000336915.1	0.107219	congeneric	1
as_reported	GCA_000336995.1	Halorubrum	Archaea	GCA_000022205.1	0.145690	congeneric	1
no_self_strain	GCA_000336995.1	Halorubrum	Archaea	GCA_000022205.1	0.145690	congeneric	1
novel_species	GCA_000336995.1	Halorubrum	Archaea	GCA_000022205.1	0.145690	congeneric	1
as_reported	GCA_000337015.1	Halorubrum	Archaea	GCA_000337435.1	0.033660	same_species	1
no_self_strain	GCA_000337015.1	Halorubrum	Archaea	GCA_000337435.1	0.033660	same_species	1
novel_species	GCA_000337015.1	Halorubrum	Archaea	GCA_018228765.1	0.076208	congeneric	1
as_reported	GCA_000337035.1	Halorubrum	Archaea	GCA_041379815.1	0.101411	congeneric	1
no_self_strain	GCA_000337035.1	Halorubrum	Archaea	GCA_041379815.1	0.101411	congeneric	1
novel_species	GCA_000337035.1	Halorubrum	Archaea	GCA_041379815.1	0.101411	congeneric	1
as_reported	GCA_000337055.1	Halorubrum	Archaea	GCA_000337335.1	0.001084	same_species	1
no_self_strain	GCA_000337055.1	Halorubrum	Archaea	GCA_000337335.1	0.001084	same_species	1
novel_species	GCA_000337055.1	Halorubrum	Archaea	GCA_018228765.1	0.076697	congeneric	1
as_reported	GCA_000337095.1	Halogeometricum	Archaea	GCA_031624495.1	0.095351	congeneric	1
no_self_strain	GCA_000337095.1	Halogeometricum	Archaea	GCA_031624495.1	0.095351	congeneric	1
novel_species	GCA_000337095.1	Halogeometricum	Archaea	GCA_031624495.1	0.095351	congeneric	1
as_reported	GCA_000337255.1	Halalkalicoccus	Archaea	GCA_000485535.1	0.001820	same_strain	1
no_self_strain	GCA_000337255.1	Halalkalicoccus	Archaea	GCA_001593955.1	0.150042	congeneric	1
novel_species	GCA_000337255.1	Halalkalicoccus	Archaea	GCA_001593955.1	0.150042	congeneric	1
as_reported	GCA_000337275.1	Haloarcula	Archaea	GCA_018200015.1	0.000792	same_strain	1
no_self_strain	GCA_000337275.1	Haloarcula	Archaea	GCA_000011085.1	0.030438	same_species	1
novel_species	GCA_000337275.1	Haloarcula	Archaea	GCA_003634715.1	0.031451	congeneric	1
as_reported	GCA_000337295.1	Haloferax	Archaea	GCA_005406325.1	0.000287	same_strain	1
no_self_strain	GCA_000337295.1	Haloferax	Archaea	GCA_000337815.1	0.122172	congeneric	1
novel_species	GCA_000337295.1	Haloferax	Archaea	GCA_000337815.1	0.122172	congeneric	1
as_reported	GCA_000337315.1	Haloferax	Archaea	GCA_000025685.1	0.002643	same_strain	1
no_self_strain	GCA_000337315.1	Haloferax	Archaea	GCA_000336795.1	0.030312	same_species	1
novel_species	GCA_000337315.1	Haloferax	Archaea	GCA_000337795.1	0.067261	congeneric	1
as_reported	GCA_000337335.1	Halorubrum	Archaea	GCA_000337055.1	0.001084	same_species	1
no_self_strain	GCA_000337335.1	Halorubrum	Archaea	GCA_000337055.1	0.001084	same_species	1
novel_species	GCA_000337335.1	Halorubrum	Archaea	GCA_018228765.1	0.075241	congeneric	1
as_reported	GCA_000337355.1	Halorubrum	Archaea	GCA_000337375.1	0.102408	congeneric	1
no_self_strain	GCA_000337355.1	Halorubrum	Archaea	GCA_000337375.1	0.102408	congeneric	1
novel_species	GCA_000337355.1	Halorubrum	Archaea	GCA_000337375.1	0.102408	congeneric	1
as_reported	GCA_000337375.1	Halorubrum	Archaea	GCA_000337355.1	0.102408	congeneric	1
no_self_strain	GCA_000337375.1	Halorubrum	Archaea	GCA_000337355.1	0.102408	congeneric	1
novel_species	GCA_000337375.1	Halorubrum	Archaea	GCA_000337355.1	0.102408	congeneric	1
as_reported	GCA_000337395.1	Halorubrum	Archaea	GCA_000337055.1	0.028949	same_species	1
no_self_strain	GCA_000337395.1	Halorubrum	Archaea	GCA_000337055.1	0.028949	same_species	1
novel_species	GCA_000337395.1	Halorubrum	Archaea	GCA_018228765.1	0.072875	congeneric	1
as_reported	GCA_000337415.1	Halorubrum	Archaea	GCA_023702125.1	0.054213	congeneric	1
no_self_strain	GCA_000337415.1	Halorubrum	Archaea	GCA_023702125.1	0.054213	congeneric	1
novel_species	GCA_000337415.1	Halorubrum	Archaea	GCA_023702125.1	0.054213	congeneric	1
as_reported	GCA_000337435.1	Halorubrum	Archaea	GCA_000337335.1	0.028219	same_species	1
no_self_strain	GCA_000337435.1	Halorubrum	Archaea	GCA_000337335.1	0.028219	same_species	1
novel_species	GCA_000337435.1	Halorubrum	Archaea	GCA_018228765.1	0.074524	congeneric	1
as_reported	GCA_000337455.1	Halosimplex	Archaea	GCA_016065055.1	0.111561	congeneric	1
no_self_strain	GCA_000337455.1	Halosimplex	Archaea	GCA_016065055.1	0.111561	congeneric	1
novel_species	GCA_000337455.1	Halosimplex	Archaea	GCA_016065055.1	0.111561	congeneric	1
as_reported	GCA_000337495.1	Haloterrigena	Archaea	GCA_003977755.1	0.057544	congeneric	1
no_self_strain	GCA_000337495.1	Haloterrigena	Archaea	GCA_003977755.1	0.057544	congeneric	1
novel_species	GCA_000337495.1	Haloterrigena	Archaea	GCA_003977755.1	0.057544	congeneric	1
as_reported	GCA_000337755.1	Haloarcula	Archaea	GCA_000011085.1	0.030062	same_species	1
no_self_strain	GCA_000337755.1	Haloarcula	Archaea	GCA_000011085.1	0.030062	same_species	1
novel_species	GCA_000337755.1	Haloarcula	Archaea	GCA_003634715.1	0.030312	congeneric	1
as_reported	GCA_000337775.1	Haloarcula	Archaea	GCA_900106715.1	0.000865	same_species	1
no_self_strain	GCA_000337775.1	Haloarcula	Archaea	GCA_900106715.1	0.000865	same_species	1
novel_species	GCA_000337775.1	Haloarcula	Archaea	GCA_000011085.1	0.079184	congeneric	1
as_reported	GCA_000337795.1	Haloferax	Archaea	GCA_014635105.1	0.035678	congeneric	1
no_self_strain	GCA_000337795.1	Haloferax	Archaea	GCA_014635105.1	0.035678	congeneric	1
novel_species	GCA_000337795.1	Haloferax	Archaea	GCA_014635105.1	0.035678	congeneric	1
as_reported	GCA_000337815.1	Haloferax	Archaea	GCA_005406325.1	0.122172	congeneric	1
no_self_strain	GCA_000337815.1	Haloferax	Archaea	GCA_005406325.1	0.122172	congeneric	1
novel_species	GCA_000337815.1	Haloferax	Archaea	GCA_005406325.1	0.122172	congeneric	1
as_reported	GCA_000337835.1	Haloferax	Archaea	GCA_014635105.1	0.018744	same_species	1
no_self_strain	GCA_000337835.1	Haloferax	Archaea	GCA_014635105.1	0.018744	same_species	1
novel_species	GCA_000337835.1	Haloferax	Archaea	GCA_000337795.1	0.039481	congeneric	1
as_reported	GCA_000337855.1	Halogeometricum	Archaea	GCA_000172995.2	0.000647	same_strain	1
no_self_strain	GCA_000337855.1	Halogeometricum	Archaea	GCA_900112175.1	0.165635	congeneric	1
novel_species	GCA_000337855.1	Halogeometricum	Archaea	GCA_900112175.1	0.165635	congeneric	1
as_reported	GCA_000337895.1	Halobiforma	Archaea	GCA_900112205.1	0.180198	inter_genus	0
no_self_strain	GCA_000337895.1	Halobiforma	Archaea	GCA_900112205.1	0.180198	inter_genus	0
novel_species	GCA_000337895.1	Halobiforma	Archaea	GCA_900112205.1	0.180198	inter_genus	0
as_reported	GCA_000337915.1	Halorubrum	Archaea	GCA_007671685.1	0.105125	congeneric	1
no_self_strain	GCA_000337915.1	Halorubrum	Archaea	GCA_007671685.1	0.105125	congeneric	1
novel_species	GCA_000337915.1	Halorubrum	Archaea	GCA_007671685.1	0.105125	congeneric	1
as_reported	GCA_000376445.1	Haladaptatus	Archaea	GCA_900142335.1	0.000431	same_strain	1
no_self_strain	GCA_000376445.1	Haladaptatus	Archaea	GCA_000710615.1	0.190318	congeneric	1
novel_species	GCA_000376445.1	Haladaptatus	Archaea	GCA_000710615.1	0.190318	congeneric	1
as_reported	GCA_000379085.1	Halomicrobium	Archaea	GCA_000023965.1	0.040505	congeneric	1
no_self_strain	GCA_000379085.1	Halomicrobium	Archaea	GCA_000023965.1	0.040505	congeneric	1
novel_species	GCA_000379085.1	Halomicrobium	Archaea	GCA_000023965.1	0.040505	congeneric	1
as_reported	GCA_000385565.1	Archaeoglobus	Archaea	GCA_000194625.1	0.347277	congeneric	1
no_self_strain	GCA_000385565.1	Archaeoglobus	Archaea	GCA_000194625.1	0.347277	congeneric	1
novel_species	GCA_000385565.1	Archaeoglobus	Archaea	GCA_000194625.1	0.347277	congeneric	1
as_reported	GCA_000400975.1	Halarchaeum	Archaea	GCA_000474235.1	0.023678	same_strain	1
no_self_strain	GCA_000400975.1	Halarchaeum	Archaea	GCA_039520965.1	0.149488	congeneric	1
novel_species	GCA_000400975.1	Halarchaeum	Archaea	GCA_039520965.1	0.149488	congeneric	1
as_reported	GCA_000421805.1	Halorubrum	Archaea	GCA_002114285.1	0.001084	same_strain	1
no_self_strain	GCA_000421805.1	Halorubrum	Archaea	GCA_900188075.1	0.027617	same_species	1
novel_species	GCA_000421805.1	Halorubrum	Archaea	GCA_000337435.1	0.109364	congeneric	1
as_reported	GCA_000427685.1	Haloplanus	Archaea	GCA_003342675.1	0.136548	congeneric	1
no_self_strain	GCA_000427685.1	Haloplanus	Archaea	GCA_003342675.1	0.136548	congeneric	1
novel_species	GCA_000427685.1	Haloplanus	Archaea	GCA_003342675.1	0.136548	congeneric	1
as_reported	GCA_000455345.1	Halopiger	Archaea	GCA_003430825.1	0.215889	inter_genus	0
no_self_strain	GCA_000455345.1	Halopiger	Archaea	GCA_003430825.1	0.215889	inter_genus	0
novel_species	GCA_000455345.1	Halopiger	Archaea	GCA_003430825.1	0.215889	inter_genus	0
as_reported	GCA_000455365.1	Halopiger	Archaea	GCA_000784335.1	0.209899	inter_genus	0
no_self_strain	GCA_000455365.1	Halopiger	Archaea	GCA_000784335.1	0.209899	inter_genus	0
novel_species	GCA_000455365.1	Halopiger	Archaea	GCA_000784335.1	0.209899	inter_genus	0
as_reported	GCA_000470655.1	Halorhabdus	Archaea	GCA_000215915.3	0.007557	same_strain	1
no_self_strain	GCA_000470655.1	Halorhabdus	Archaea	GCA_000023945.1	0.146760	congeneric	1
novel_species	GCA_000470655.1	Halorhabdus	Archaea	GCA_000023945.1	0.146760	congeneric	1
as_reported	GCA_000474235.1	Halarchaeum	Archaea	GCA_000400975.1	0.023678	same_strain	1
no_self_strain	GCA_000474235.1	Halarchaeum	Archaea	GCA_039520965.1	0.144106	congeneric	1
novel_species	GCA_000474235.1	Halarchaeum	Archaea	GCA_039520965.1	0.144106	congeneric	1
as_reported	GCA_000485535.1	Halalkalicoccus	Archaea	GCA_000196895.1	0.000431	same_strain	1
no_self_strain	GCA_000485535.1	Halalkalicoccus	Archaea	GCA_001593955.1	0.146760	congeneric	1
novel_species	GCA_000485535.1	Halalkalicoccus	Archaea	GCA_001593955.1	0.146760	congeneric	1
as_reported	GCA_000495475.1	Candidatus Halobonum	Archaea	GCA_019880245.1	0.237213	inter_genus	0
no_self_strain	GCA_000495475.1	Candidatus Halobonum	Archaea	GCA_019880245.1	0.237213	inter_genus	0
novel_species	GCA_000495475.1	Candidatus Halobonum	Archaea	GCA_019880245.1	0.237213	inter_genus	0
as_reported	GCA_000513855.1	Desulfurococcus	Archaea	GCA_000020905.1	0.016529	same_species	1
no_self_strain	GCA_000513855.1	Desulfurococcus	Archaea	GCA_000020905.1	0.016529	same_species	1
novel_species	GCA_000513855.1	Desulfurococcus	Archaea	GCA_000186365.1	0.216918	congeneric	1
as_reported	GCA_000517625.1	Halostagnicola	Archaea	GCA_900116205.1	0.135104	congeneric	1
no_self_strain	GCA_000517625.1	Halostagnicola	Archaea	GCA_900116205.1	0.135104	congeneric	1
novel_species	GCA_000517625.1	Halostagnicola	Archaea	GCA_900116205.1	0.135104	congeneric	1
as_reported	GCA_000591035.1	Aeropyrum	Archaea	GCA_001316065.1	0.011537	same_strain	1
no_self_strain	GCA_000591035.1	Aeropyrum	Archaea	GCA_000011125.1	0.112306	congeneric	1
novel_species	GCA_000591035.1	Aeropyrum	Archaea	GCA_000011125.1	0.112306	congeneric	1
as_reported	GCA_000685635.1	Haloferax	Archaea	GCA_000337295.1	0.002567	same_strain	1
no_self_strain	GCA_000685635.1	Haloferax	Archaea	GCA_000337815.1	0.125566	congeneric	1
novel_species	GCA_000685635.1	Haloferax	Archaea	GCA_000337815.1	0.125566	congeneric	1
as_reported	GCA_000710615.1	Haladaptatus	Archaea	GCA_900156425.1	0.082538	congeneric	1
no_self_strain	GCA_000710615.1	Haladaptatus	Archaea	GCA_900156425.1	0.082538	congeneric	1
novel_species	GCA_000710615.1	Haladaptatus	Archaea	GCA_900156425.1	0.082538	congeneric	1
as_reported	GCA_000739555.1	Halolamina	Archaea	GCA_900115675.1	0.103417	congeneric	1
no_self_strain	GCA_000739555.1	Halolamina	Archaea	GCA_900115675.1	0.103417	congeneric	1
novel_species	GCA_000739555.1	Halolamina	Archaea	GCA_900115675.1	0.103417	congeneric	1
as_reported	GCA_000739575.1	Halobellus	Archaea	GCA_037031285.1	0.127310	congeneric	1
no_self_strain	GCA_000739575.1	Halobellus	Archaea	GCA_037031285.1	0.127310	congeneric	1
novel_species	GCA_000739575.1	Halobellus	Archaea	GCA_037031285.1	0.127310	congeneric	1
as_reported	GCA_000739595.1	Halorubrum	Archaea	GCA_002286985.1	0.106866	congeneric	1
no_self_strain	GCA_000739595.1	Halorubrum	Archaea	GCA_002286985.1	0.106866	congeneric	1
novel_species	GCA_000739595.1	Halorubrum	Archaea	GCA_002286985.1	0.106866	congeneric	1
as_reported	GCA_000755245.1	Halococcus	Archaea	GCA_024508235.1	0.140506	congeneric	1
no_self_strain	GCA_000755245.1	Halococcus	Archaea	GCA_024508235.1	0.140506	congeneric	1
novel_species	GCA_000755245.1	Halococcus	Archaea	GCA_024508235.1	0.140506	congeneric	1
as_reported	GCA_000789255.1	Geoglobus	Archaea	GCA_001006045.1	0.214868	congeneric	1
no_self_strain	GCA_000789255.1	Geoglobus	Archaea	GCA_001006045.1	0.214868	congeneric	1
novel_species	GCA_000789255.1	Geoglobus	Archaea	GCA_001006045.1	0.214868	congeneric	1
as_reported	GCA_000800805.1	Candidatus Methanoplasma	Archaea	GCA_000300255.2	0.401593	inter_genus	0
no_self_strain	GCA_000800805.1	Candidatus Methanoplasma	Archaea	GCA_000300255.2	0.401593	inter_genus	0
novel_species	GCA_000800805.1	Candidatus Methanoplasma	Archaea	GCA_000300255.2	0.401593	inter_genus	0
as_reported	GCA_000300255.2	Methanomethylophilus	Archaea	GCA_003711245.1	0.000071	same_species	1
no_self_strain	GCA_000300255.2	Methanomethylophilus	Archaea	GCA_003711245.1	0.000071	same_species	1
novel_species	GCA_000300255.2	Methanomethylophilus	Archaea	GCA_000800805.1	0.401593	inter_genus	0
as_reported	GCA_001006045.1	Geoglobus	Archaea	GCA_000789255.1	0.214868	congeneric	1
no_self_strain	GCA_001006045.1	Geoglobus	Archaea	GCA_000789255.1	0.214868	congeneric	1
novel_species	GCA_001006045.1	Geoglobus	Archaea	GCA_000789255.1	0.214868	congeneric	1
as_reported	GCA_001006085.1	Desulfurococcus	Archaea	GCA_000186365.1	0.016234	same_species	1
no_self_strain	GCA_001006085.1	Desulfurococcus	Archaea	GCA_000186365.1	0.016234	same_species	1
novel_species	GCA_001006085.1	Desulfurococcus	Archaea	GCA_000513855.1	0.217957	congeneric	1
as_reported	GCA_001011115.1	Halanaeroarchaeum	Archaea	GCA_042663645.1	0.313485	inter_genus	0
no_self_strain	GCA_001011115.1	Halanaeroarchaeum	Archaea	GCA_042663645.1	0.313485	inter_genus	0
novel_species	GCA_001011115.1	Halanaeroarchaeum	Archaea	GCA_042663645.1	0.313485	inter_genus	0
as_reported	GCA_001280425.1	Haloarcula	Archaea	GCA_055384635.1	0.077434	congeneric	1
no_self_strain	GCA_001280425.1	Haloarcula	Archaea	GCA_055384635.1	0.077434	congeneric	1
