scenario	accession	genus	domain	neighbour	dist	class	same_genus
as_reported	GCA_000007825.1	Bacillus_A	Bacteria	GCA_046524075.1	0.000244	same_strain	1
no_self_strain	GCA_000007825.1	Bacillus_A	Bacteria	GCA_002014665.1	0.000326	same_species	1
as_reported	GCA_000007925.1	Prochlorococcus_E	Bacteria	GCA_000011465.1	0.272455	inter_genus	0
no_self_strain	GCA_000007925.1	Prochlorococcus_E	Bacteria	GCA_000011465.1	0.272455	inter_genus	0
novel_species	GCA_000007925.1	Prochlorococcus_E	Bacteria	GCA_000011465.1	0.272455	inter_genus	0
as_reported	GCA_000007985.2	Geobacter	Bacteria	GCA_030297095.1	0.039545	same_species	1
no_self_strain	GCA_000007985.2	Geobacter	Bacteria	GCA_030297095.1	0.039545	same_species	1
novel_species	GCA_000007985.2	Geobacter	Bacteria	GCA_000816575.1	0.065653	congeneric	1
as_reported	GCA_000008045.1	Rickettsia	Bacteria	GCA_000367405.1	0.059856	congeneric	1
no_self_strain	GCA_000008045.1	Rickettsia	Bacteria	GCA_000367405.1	0.059856	congeneric	1
novel_species	GCA_000008045.1	Rickettsia	Bacteria	GCA_000367405.1	0.059856	congeneric	1
as_reported	GCA_000008185.1	Treponema_B	Bacteria	GCA_000755145.1	0.087562	congeneric	1
no_self_strain	GCA_000008185.1	Treponema_B	Bacteria	GCA_000755145.1	0.087562	congeneric	1
novel_species	GCA_000008185.1	Treponema_B	Bacteria	GCA_000755145.1	0.087562	congeneric	1
as_reported	GCA_000008205.1	Mesomycoplasma	Bacteria	GCA_000815065.1	0.132097	congeneric	1
no_self_strain	GCA_000008205.1	Mesomycoplasma	Bacteria	GCA_000815065.1	0.132097	congeneric	1
novel_species	GCA_000008205.1	Mesomycoplasma	Bacteria	GCA_000815065.1	0.132097	congeneric	1
as_reported	GCA_000008305.1	Mesoplasma	Bacteria	GCA_000701525.1	0.033106	congeneric	1
no_self_strain	GCA_000008305.1	Mesoplasma	Bacteria	GCA_000701525.1	0.033106	congeneric	1
novel_species	GCA_000008305.1	Mesoplasma	Bacteria	GCA_000701525.1	0.033106	congeneric	1
as_reported	GCA_000008365.1	Mycoplasma_J	Bacteria	GCA_024722375.1	0.266727	inter_genus	0
no_self_strain	GCA_000008365.1	Mycoplasma_J	Bacteria	GCA_024722375.1	0.266727	inter_genus	0
novel_species	GCA_000008365.1	Mycoplasma_J	Bacteria	GCA_024722375.1	0.266727	inter_genus	0
as_reported	GCA_000008425.1	Bacillus	Bacteria	GCA_006094335.1	0.000006	same_species	1
no_self_strain	GCA_000008425.1	Bacillus	Bacteria	GCA_006094335.1	0.000006	same_species	1
novel_species	GCA_000008425.1	Bacillus	Bacteria	GCA_001969855.1	0.041453	congeneric	1
as_reported	GCA_000008465.1	Idiomarina	Bacteria	GCA_024159085.1	0.058351	congeneric	1
no_self_strain	GCA_000008465.1	Idiomarina	Bacteria	GCA_024159085.1	0.058351	congeneric	1
novel_species	GCA_000008465.1	Idiomarina	Bacteria	GCA_024159085.1	0.058351	congeneric	1
as_reported	GCA_000008485.1	Legionella	Bacteria	GCA_001941585.1	0.000006	same_species	1
no_self_strain	GCA_000008485.1	Legionella	Bacteria	GCA_001941585.1	0.000006	same_species	1
novel_species	GCA_000008485.1	Legionella	Bacteria	GCA_000586315.1	0.068594	congeneric	1
as_reported	GCA_000008565.1	Deinococcus	Bacteria	GCA_045277105.1	0.000182	same_strain	1
no_self_strain	GCA_000008565.1	Deinococcus	Bacteria	GCA_965136095.1	0.000256	same_species	1
novel_species	GCA_000008565.1	Deinococcus	Bacteria	GCA_011067105.1	0.113334	congeneric	1
as_reported	GCA_000008605.1	Treponema	Bacteria	GCA_000410535.2	0.000136	same_strain	1
no_self_strain	GCA_000008605.1	Treponema	Bacteria	GCA_052161665.1	0.000523	same_species	1
novel_species	GCA_000008605.1	Treponema	Bacteria	GCA_008153345.1	0.318727	congeneric	1
as_reported	GCA_000008665.1	Archaeoglobus	Archaea	GCA_016757965.1	0.246868	congeneric	1
no_self_strain	GCA_000008665.1	Archaeoglobus	Archaea	GCA_016757965.1	0.246868	congeneric	1
novel_species	GCA_000008665.1	Archaeoglobus	Archaea	GCA_016757965.1	0.246868	congeneric	1
as_reported	GCA_000007305.1	Pyrococcus	Archaea	GCA_008245085.1	0.000349	same_strain	1
no_self_strain	GCA_000007305.1	Pyrococcus	Archaea	GCA_050496105.1	0.003499	same_species	1
novel_species	GCA_000007305.1	Pyrococcus	Archaea	GCA_000246985.3	0.187665	inter_genus	0
as_reported	GCA_000008685.2	Borreliella	Bacteria	GCA_002083055.2	0.002712	same_species	1
no_self_strain	GCA_000008685.2	Borreliella	Bacteria	GCA_002083055.2	0.002712	same_species	1
novel_species	GCA_000008685.2	Borreliella	Bacteria	GCA_000181875.2	0.026636	congeneric	1
as_reported	GCA_000008765.1	Clostridium_S	Bacteria	GCA_002006235.2	0.156766	congeneric	1
no_self_strain	GCA_000008765.1	Clostridium_S	Bacteria	GCA_002006235.2	0.156766	congeneric	1
novel_species	GCA_000008765.1	Clostridium_S	Bacteria	GCA_002006235.2	0.156766	congeneric	1
as_reported	GCA_000009045.1	Bacillus	Bacteria	GCA_964017255.1	0.000000	same_strain	1
no_self_strain	GCA_000009045.1	Bacillus	Bacteria	GCA_000344745.1	0.000014	same_species	1
as_reported	GCA_000009125.1	Ralstonia	Bacteria	GCA_018243235.1	0.009953	same_species	1
no_self_strain	GCA_000009125.1	Ralstonia	Bacteria	GCA_018243235.1	0.009953	same_species	1
novel_species	GCA_000009125.1	Ralstonia	Bacteria	GCA_919586305.1	0.037064	congeneric	1
as_reported	GCA_000009265.1	Rhizobium	Bacteria	GCA_046118665.1	0.000004	same_species	1
no_self_strain	GCA_000009265.1	Rhizobium	Bacteria	GCA_046118665.1	0.000004	same_species	1
novel_species	GCA_000009265.1	Rhizobium	Bacteria	GCA_005862305.2	0.049951	congeneric	1
as_reported	GCA_000009365.1	Alcanivorax	Bacteria	GCA_000756655.1	0.180299	congeneric	1
no_self_strain	GCA_000009365.1	Alcanivorax	Bacteria	GCA_000756655.1	0.180299	congeneric	1
novel_species	GCA_000009365.1	Alcanivorax	Bacteria	GCA_000756655.1	0.180299	congeneric	1
as_reported	GCA_000009625.1	Mesorhizobium	Bacteria	GCA_013170785.1	0.054500	congeneric	1
no_self_strain	GCA_000009625.1	Mesorhizobium	Bacteria	GCA_013170785.1	0.054500	congeneric	1
novel_species	GCA_000009625.1	Mesorhizobium	Bacteria	GCA_013170785.1	0.054500	congeneric	1
as_reported	GCA_000009765.2	Streptomyces	Bacteria	GCA_001514135.1	0.001302	same_species	1
no_self_strain	GCA_000009765.2	Streptomyces	Bacteria	GCA_001514135.1	0.001302	same_species	1
novel_species	GCA_000009765.2	Streptomyces	Bacteria	GCA_014650275.1	0.122026	congeneric	1
as_reported	GCA_000009905.1	Symbiobacterium	Bacteria	GCA_017874315.1	0.154199	congeneric	1
no_self_strain	GCA_000009905.1	Symbiobacterium	Bacteria	GCA_017874315.1	0.154199	congeneric	1
novel_species	GCA_000009905.1	Symbiobacterium	Bacteria	GCA_017874315.1	0.154199	congeneric	1
as_reported	GCA_000009965.1	Thermococcus	Archaea	GCA_001592435.1	0.096360	congeneric	1
no_self_strain	GCA_000009965.1	Thermococcus	Archaea	GCA_001592435.1	0.096360	congeneric	1
novel_species	GCA_000009965.1	Thermococcus	Archaea	GCA_001592435.1	0.096360	congeneric	1
as_reported	GCA_000007185.1	Methanopyrus	Archaea	GCA_001418715.1	0.375025	inter_genus	0
no_self_strain	GCA_000007185.1	Methanopyrus	Archaea	GCA_001418715.1	0.375025	inter_genus	0
novel_species	GCA_000007185.1	Methanopyrus	Archaea	GCA_001418715.1	0.375025	inter_genus	0
as_reported	GCA_000009985.1	Phaeospirillum	Bacteria	GCA_000342045.1	0.096334	congeneric	1
no_self_strain	GCA_000009985.1	Phaeospirillum	Bacteria	GCA_000342045.1	0.096334	congeneric	1
novel_species	GCA_000009985.1	Phaeospirillum	Bacteria	GCA_000342045.1	0.096334	congeneric	1
as_reported	GCA_000010005.1	Limosilactobacillus	Bacteria	GCA_000016825.1	0.000407	same_species	1
no_self_strain	GCA_000010005.1	Limosilactobacillus	Bacteria	GCA_000016825.1	0.000407	same_species	1
novel_species	GCA_000010005.1	Limosilactobacillus	Bacteria	GCA_020785115.1	0.034343	congeneric	1
as_reported	GCA_000010065.1	Synechococcus	Bacteria	GCA_022984195.1	0.001173	same_strain	1
no_self_strain	GCA_000010065.1	Synechococcus	Bacteria	GCA_002252705.1	0.307802	inter_genus	0
novel_species	GCA_000010065.1	Synechococcus	Bacteria	GCA_002252705.1	0.307802	inter_genus	0
as_reported	GCA_000010125.1	Staphylococcus	Bacteria	GCA_900458885.1	0.000334	same_species	1
no_self_strain	GCA_000010125.1	Staphylococcus	Bacteria	GCA_900458885.1	0.000334	same_species	1
novel_species	GCA_000010125.1	Staphylococcus	Bacteria	GCA_002614725.1	0.126215	congeneric	1
as_reported	GCA_000010265.1	Clostridium_B	Bacteria	GCA_000016505.1	0.000122	same_species	1
no_self_strain	GCA_000010265.1	Clostridium_B	Bacteria	GCA_000016505.1	0.000122	same_species	1
novel_species	GCA_000010265.1	Clostridium_B	Bacteria	GCA_045310515.1	0.146391	congeneric	1
as_reported	GCA_000010305.1	Gemmatimonas	Bacteria	GCA_013004105.1	0.228478	congeneric	1
no_self_strain	GCA_000010305.1	Gemmatimonas	Bacteria	GCA_013004105.1	0.228478	congeneric	1
novel_species	GCA_000010305.1	Gemmatimonas	Bacteria	GCA_013004105.1	0.228478	congeneric	1
as_reported	GCA_000010385.1	ECMA0423	Bacteria	GCA_000263895.1	0.013767	inter_genus	0
no_self_strain	GCA_000010385.1	ECMA0423	Bacteria	GCA_000263895.1	0.013767	inter_genus	0
novel_species	GCA_000010385.1	ECMA0423	Bacteria	GCA_000263895.1	0.013767	inter_genus	0
as_reported	GCA_000010425.1	Bifidobacterium	Bacteria	GCA_028743295.1	0.000000	same_species	1
no_self_strain	GCA_000010425.1	Bifidobacterium	Bacteria	GCA_028743295.1	0.000000	same_species	1
novel_species	GCA_000010425.1	Bifidobacterium	Bacteria	GCA_000741365.1	0.089999	congeneric	1
as_reported	GCA_000010505.1	Porphyromonas	Bacteria	GCA_031323855.1	0.000010	same_species	1
no_self_strain	GCA_000010505.1	Porphyromonas	Bacteria	GCA_031323855.1	0.000010	same_species	1
novel_species	GCA_000010505.1	Porphyromonas	Bacteria	GCA_000378065.1	0.065518	congeneric	1
as_reported	GCA_000010525.1	Azorhizobium	Bacteria	GCA_000473085.1	0.138341	congeneric	1
no_self_strain	GCA_000010525.1	Azorhizobium	Bacteria	GCA_000473085.1	0.138341	congeneric	1
novel_species	GCA_000010525.1	Azorhizobium	Bacteria	GCA_000473085.1	0.138341	congeneric	1
as_reported	GCA_000010625.1	Microcystis	Bacteria	GCA_003609755.1	0.272166	inter_genus	0
no_self_strain	GCA_000010625.1	Microcystis	Bacteria	GCA_003609755.1	0.272166	inter_genus	0
novel_species	GCA_000010625.1	Microcystis	Bacteria	GCA_003609755.1	0.272166	inter_genus	0
as_reported	GCA_000010665.1	Solidesulfovibrio	Bacteria	GCA_004135975.1	0.052277	congeneric	1
no_self_strain	GCA_000010665.1	Solidesulfovibrio	Bacteria	GCA_004135975.1	0.052277	congeneric	1
novel_species	GCA_000010665.1	Solidesulfovibrio	Bacteria	GCA_004135975.1	0.052277	congeneric	1
as_reported	GCA_000010785.1	Hydrogenobacter	Bacteria	GCA_000164905.1	0.000017	same_strain	1
no_self_strain	GCA_000010785.1	Hydrogenobacter	Bacteria	GCA_900215655.1	0.228708	congeneric	1
novel_species	GCA_000010785.1	Hydrogenobacter	Bacteria	GCA_900215655.1	0.228708	congeneric	1
as_reported	GCA_000008625.1	Aquifex	Bacteria	GCA_003664005.1	0.281008	inter_genus	0
no_self_strain	GCA_000008625.1	Aquifex	Bacteria	GCA_003664005.1	0.281008	inter_genus	0
novel_species	GCA_000008625.1	Aquifex	Bacteria	GCA_003664005.1	0.281008	inter_genus	0
as_reported	GCA_000010985.1	Deferribacter	Bacteria	GCA_049472675.1	0.110298	congeneric	1
no_self_strain	GCA_000010985.1	Deferribacter	Bacteria	GCA_049472675.1	0.110298	congeneric	1
novel_species	GCA_000010985.1	Deferribacter	Bacteria	GCA_049472675.1	0.110298	congeneric	1
as_reported	GCA_000011065.1	Bacteroides	Bacteria	GCA_022453665.1	0.000091	same_species	1
no_self_strain	GCA_000011065.1	Bacteroides	Bacteria	GCA_022453665.1	0.000091	same_species	1
novel_species	GCA_000011065.1	Bacteroides	Bacteria	GCA_000226135.2	0.088409	congeneric	1
as_reported	GCA_000011085.1	Haloarcula	Archaea	GCA_005310945.1	0.000448	same_strain	1
no_self_strain	GCA_000011085.1	Haloarcula	Archaea	GCA_003634715.1	0.016330	same_species	1
novel_species	GCA_000011085.1	Haloarcula	Archaea	GCA_000223905.1	0.077990	congeneric	1
as_reported	GCA_000011105.1	Pyrococcus	Archaea	GCA_008245085.1	0.215103	congeneric	1
no_self_strain	GCA_000011105.1	Pyrococcus	Archaea	GCA_008245085.1	0.215103	congeneric	1
novel_species	GCA_000011105.1	Pyrococcus	Archaea	GCA_008245085.1	0.215103	congeneric	1
as_reported	GCA_000011125.1	Aeropyrum	Archaea	GCA_000591035.1	0.149167	congeneric	1
no_self_strain	GCA_000011125.1	Aeropyrum	Archaea	GCA_000591035.1	0.149167	congeneric	1
novel_species	GCA_000011125.1	Aeropyrum	Archaea	GCA_000591035.1	0.149167	congeneric	1
as_reported	GCA_000007225.1	Pyrobaculum	Archaea	GCA_000247545.1	0.209651	congeneric	1
no_self_strain	GCA_000007225.1	Pyrobaculum	Archaea	GCA_000247545.1	0.209651	congeneric	1
novel_species	GCA_000007225.1	Pyrobaculum	Archaea	GCA_000247545.1	0.209651	congeneric	1
as_reported	GCA_000011185.1	Thermoplasma	Archaea	GCA_001399695.1	0.226901	inter_genus	0
no_self_strain	GCA_000011185.1	Thermoplasma	Archaea	GCA_001399695.1	0.226901	inter_genus	0
novel_species	GCA_000011185.1	Thermoplasma	Archaea	GCA_001399695.1	0.226901	inter_genus	0
as_reported	GCA_000008265.1	Picrophilus	Archaea	GCA_900176435.1	0.010539	same_strain	1
no_self_strain	GCA_000008265.1	Picrophilus	Archaea	GCA_001402935.1	0.275446	inter_genus	0
novel_species	GCA_000008265.1	Picrophilus	Archaea	GCA_001402935.1	0.275446	inter_genus	0
as_reported	GCA_000011205.1	Sulfurisphaera	Archaea	GCA_039545175.1	0.000035	same_species	1
no_self_strain	GCA_000011205.1	Sulfurisphaera	Archaea	GCA_039545175.1	0.000035	same_species	1
novel_species	GCA_000011205.1	Sulfurisphaera	Archaea	GCA_014202105.1	0.039861	congeneric	1
as_reported	GCA_000011245.1	Oceanobacillus	Bacteria	GCA_000340475.1	0.101253	congeneric	1
no_self_strain	GCA_000011245.1	Oceanobacillus	Bacteria	GCA_000340475.1	0.101253	congeneric	1
novel_species	GCA_000011245.1	Oceanobacillus	Bacteria	GCA_000340475.1	0.101253	congeneric	1
as_reported	GCA_000011305.1	Corynebacterium	Bacteria	GCA_000160795.1	0.000150	same_strain	1
no_self_strain	GCA_000011305.1	Corynebacterium	Bacteria	GCA_014837045.1	0.067087	congeneric	1
novel_species	GCA_000011305.1	Corynebacterium	Bacteria	GCA_014837045.1	0.067087	congeneric	1
as_reported	GCA_000011325.1	Corynebacterium	Bacteria	GCA_002847405.1	0.000018	same_species	1
no_self_strain	GCA_000011325.1	Corynebacterium	Bacteria	GCA_002847405.1	0.000018	same_species	1
novel_species	GCA_000011325.1	Corynebacterium	Bacteria	GCA_002355155.1	0.112179	congeneric	1
as_reported	GCA_000011345.1	Thermosynechococcus	Bacteria	GCA_003555505.2	0.109000	congeneric	1
no_self_strain	GCA_000011345.1	Thermosynechococcus	Bacteria	GCA_003555505.2	0.109000	congeneric	1
novel_species	GCA_000011345.1	Thermosynechococcus	Bacteria	GCA_003555505.2	0.109000	congeneric	1
as_reported	GCA_000011365.1	Bradyrhizobium	Bacteria	GCA_001642675.1	0.000013	same_strain	1
no_self_strain	GCA_000011365.1	Bradyrhizobium	Bacteria	GCA_041261125.1	0.018788	same_species	1
novel_species	GCA_000011365.1	Bradyrhizobium	Bacteria	GCA_004571025.1	0.061145	congeneric	1
as_reported	GCA_000011385.1	Gloeobacter	Bacteria	GCA_021018745.1	0.060510	congeneric	1
no_self_strain	GCA_000011385.1	Gloeobacter	Bacteria	GCA_021018745.1	0.060510	congeneric	1
novel_species	GCA_000011385.1	Gloeobacter	Bacteria	GCA_021018745.1	0.060510	congeneric	1
as_reported	GCA_000011445.1	Mycoplasma	Bacteria	GCA_000590435.1	0.036879	congeneric	1
no_self_strain	GCA_000011445.1	Mycoplasma	Bacteria	GCA_000590435.1	0.036879	congeneric	1
novel_species	GCA_000011445.1	Mycoplasma	Bacteria	GCA_000590435.1	0.036879	congeneric	1
as_reported	GCA_000011465.1	Prochlorococcus_A	Bacteria	GCA_000007925.1	0.272455	inter_genus	0
no_self_strain	GCA_000011465.1	Prochlorococcus_A	Bacteria	GCA_000007925.1	0.272455	inter_genus	0
novel_species	GCA_000011465.1	Prochlorococcus_A	Bacteria	GCA_000007925.1	0.272455	inter_genus	0
as_reported	GCA_000011565.2	Protochlamydia	Bacteria	GCA_001499655.1	0.259807	congeneric	1
no_self_strain	GCA_000011565.2	Protochlamydia	Bacteria	GCA_001499655.1	0.259807	congeneric	1
novel_species	GCA_000011565.2	Protochlamydia	Bacteria	GCA_001499655.1	0.259807	congeneric	1
as_reported	GCA_000011645.1	Bacillus	Bacteria	GCA_034478925.1	0.000006	same_species	1
no_self_strain	GCA_000011645.1	Bacillus	Bacteria	GCA_034478925.1	0.000006	same_species	1
novel_species	GCA_000011645.1	Bacillus	Bacteria	GCA_001969855.1	0.041458	congeneric	1
as_reported	GCA_000011705.1	Burkholderia	Bacteria	GCA_033956065.1	0.000005	same_species	1
no_self_strain	GCA_000011705.1	Burkholderia	Bacteria	GCA_033956065.1	0.000005	same_species	1
novel_species	GCA_000011705.1	Burkholderia	Bacteria	GCA_000012365.1	0.065188	congeneric	1
as_reported	GCA_000011965.2	Ruegeria_B	Bacteria	GCA_022321465.1	0.079546	congeneric	1
no_self_strain	GCA_000011965.2	Ruegeria_B	Bacteria	GCA_022321465.1	0.079546	congeneric	1
novel_species	GCA_000011965.2	Ruegeria_B	Bacteria	GCA_022321465.1	0.079546	congeneric	1
as_reported	GCA_000012065.2	Borrelia	Bacteria	GCA_023035675.1	0.006753	same_strain	1
no_self_strain	GCA_000012065.2	Borrelia	Bacteria	GCA_000568735.2	0.087791	congeneric	1
novel_species	GCA_000012065.2	Borrelia	Bacteria	GCA_000568735.2	0.087791	congeneric	1
as_reported	GCA_000012085.2	Borrelia	Bacteria	GCA_000568735.2	0.026336	congeneric	1
no_self_strain	GCA_000012085.2	Borrelia	Bacteria	GCA_000568735.2	0.026336	congeneric	1
novel_species	GCA_000012085.2	Borrelia	Bacteria	GCA_000568735.2	0.026336	congeneric	1
as_reported	GCA_000012125.1	Chlamydia	Bacteria	GCA_002997815.1	0.157014	congeneric	1
no_self_strain	GCA_000012125.1	Chlamydia	Bacteria	GCA_002997815.1	0.157014	congeneric	1
novel_species	GCA_000012125.1	Chlamydia	Bacteria	GCA_002997815.1	0.157014	congeneric	1
as_reported	GCA_000012145.1	Rickettsia	Bacteria	GCA_000828125.2	0.034694	congeneric	1
no_self_strain	GCA_000012145.1	Rickettsia	Bacteria	GCA_000828125.2	0.034694	congeneric	1
novel_species	GCA_000012145.1	Rickettsia	Bacteria	GCA_000828125.2	0.034694	congeneric	1
as_reported	GCA_000012285.1	Sulfolobus	Archaea	GCA_028472365.1	0.000032	same_strain	1
no_self_strain	GCA_000012285.1	Sulfolobus	Archaea	GCA_009729035.1	0.290590	inter_genus	0
novel_species	GCA_000012285.1	Sulfolobus	Archaea	GCA_009729035.1	0.290590	inter_genus	0
as_reported	GCA_000012305.1	Psychrobacter	Bacteria	GCA_904846025.1	0.000041	same_species	1
no_self_strain	GCA_000012305.1	Psychrobacter	Bacteria	GCA_904846025.1	0.000041	same_species	1
novel_species	GCA_000012305.1	Psychrobacter	Bacteria	GCA_904845985.1	0.098586	congeneric	1
as_reported	GCA_000012345.1	Pelagibacter	Bacteria	GCA_005843985.1	0.350208	inter_genus	0
no_self_strain	GCA_000012345.1	Pelagibacter	Bacteria	GCA_005843985.1	0.350208	inter_genus	0
novel_species	GCA_000012345.1	Pelagibacter	Bacteria	GCA_005843985.1	0.350208	inter_genus	0
as_reported	GCA_000012365.1	Burkholderia	Bacteria	GCA_003568605.1	0.000023	same_strain	1
no_self_strain	GCA_000012365.1	Burkholderia	Bacteria	GCA_001513745.1	0.059581	congeneric	1
novel_species	GCA_000012365.1	Burkholderia	Bacteria	GCA_001513745.1	0.059581	congeneric	1
as_reported	GCA_000012385.1	Rickettsia	Bacteria	GCA_000696365.2	0.146312	congeneric	1
no_self_strain	GCA_000012385.1	Rickettsia	Bacteria	GCA_000696365.2	0.146312	congeneric	1
novel_species	GCA_000012385.1	Rickettsia	Bacteria	GCA_000696365.2	0.146312	congeneric	1
as_reported	GCA_000012485.1	Chlorobium	Bacteria	GCA_006265245.1	0.241900	inter_genus	0
no_self_strain	GCA_000012485.1	Chlorobium	Bacteria	GCA_006265245.1	0.241900	inter_genus	0
novel_species	GCA_000012485.1	Chlorobium	Bacteria	GCA_006265245.1	0.241900	inter_genus	0
as_reported	GCA_000012545.1	Methanosphaera	Archaea	GCA_028890305.1	0.180877	congeneric	1
no_self_strain	GCA_000012545.1	Methanosphaera	Archaea	GCA_028890305.1	0.180877	congeneric	1
novel_species	GCA_000012545.1	Methanosphaera	Archaea	GCA_028890305.1	0.180877	congeneric	1
as_reported	GCA_000008645.1	Methanothermobacter	Archaea	GCA_027554905.1	0.000314	same_species	1
no_self_strain	GCA_000008645.1	Methanothermobacter	Archaea	GCA_027554905.1	0.000314	same_species	1
novel_species	GCA_000008645.1	Methanothermobacter	Archaea	GCA_027555065.1	0.137883	congeneric	1
as_reported	GCA_000012725.1	Nitrobacter	Bacteria	GCA_031453995.1	0.127514	congeneric	1
no_self_strain	GCA_000012725.1	Nitrobacter	Bacteria	GCA_031453995.1	0.127514	congeneric	1
novel_species	GCA_000012725.1	Nitrobacter	Bacteria	GCA_031453995.1	0.127514	congeneric	1
as_reported	GCA_000012765.1	Mycoplasma	Bacteria	GCA_000953375.1	0.023137	same_species	1
no_self_strain	GCA_000012765.1	Mycoplasma	Bacteria	GCA_000953375.1	0.023137	same_species	1
novel_species	GCA_000012765.1	Mycoplasma	Bacteria	GCA_000183365.1	0.046467	congeneric	1
as_reported	GCA_000012805.1	Nitrosococcus	Bacteria	GCA_000143085.1	0.091491	congeneric	1
no_self_strain	GCA_000012805.1	Nitrosococcus	Bacteria	GCA_000143085.1	0.091491	congeneric	1
novel_species	GCA_000012805.1	Nitrosococcus	Bacteria	GCA_000143085.1	0.091491	congeneric	1
as_reported	GCA_000012825.1	Phocaeicola	Bacteria	GCA_016766915.1	0.000021	same_species	1
