scenario	accession	genus	domain	neighbour	dist	class	same_genus
novel_species	GCA_000024185.1	Methanobrevibacter	Archaea	GCA_900114585.1	0.196126	congeneric	1
as_reported	GCA_000024625.1	Methanocaldococcus	Archaea	GCA_000091665.1	0.162937	congeneric	1
no_self_strain	GCA_000024625.1	Methanocaldococcus	Archaea	GCA_000091665.1	0.162937	congeneric	1
novel_species	GCA_000024625.1	Methanocaldococcus	Archaea	GCA_000091665.1	0.162937	congeneric	1
as_reported	GCA_000025285.1	Archaeoglobus	Archaea	GCA_001006045.1	0.291447	inter_genus	0
no_self_strain	GCA_000025285.1	Archaeoglobus	Archaea	GCA_001006045.1	0.291447	inter_genus	0
novel_species	GCA_000025285.1	Archaeoglobus	Archaea	GCA_001006045.1	0.291447	inter_genus	0
as_reported	GCA_000025325.1	Haloterrigena	Archaea	GCA_000337495.1	0.069451	congeneric	1
no_self_strain	GCA_000025325.1	Haloterrigena	Archaea	GCA_000337495.1	0.069451	congeneric	1
novel_species	GCA_000025325.1	Haloterrigena	Archaea	GCA_000337495.1	0.069451	congeneric	1
as_reported	GCA_000025505.1	Ferroglobus	Archaea	GCA_000008665.1	0.273629	inter_genus	0
no_self_strain	GCA_000025505.1	Ferroglobus	Archaea	GCA_000008665.1	0.273629	inter_genus	0
novel_species	GCA_000025505.1	Ferroglobus	Archaea	GCA_000008665.1	0.273629	inter_genus	0
as_reported	GCA_000025625.1	Natrialba	Archaea	GCA_000337875.1	0.000100	same_strain	1
no_self_strain	GCA_000025625.1	Natrialba	Archaea	GCA_000337575.1	0.088419	congeneric	1
novel_species	GCA_000025625.1	Natrialba	Archaea	GCA_000337575.1	0.088419	congeneric	1
as_reported	GCA_000025685.1	Haloferax	Archaea	GCA_000337315.1	0.000525	same_strain	1
no_self_strain	GCA_000025685.1	Haloferax	Archaea	GCA_030535215.1	0.018830	same_species	1
novel_species	GCA_000025685.1	Haloferax	Archaea	GCA_000337795.1	0.056870	congeneric	1
as_reported	GCA_000025865.1	Methanohalophilus	Archaea	GCA_900106905.1	0.074323	congeneric	1
no_self_strain	GCA_000025865.1	Methanohalophilus	Archaea	GCA_900106905.1	0.074323	congeneric	1
novel_species	GCA_000025865.1	Methanohalophilus	Archaea	GCA_900106905.1	0.074323	congeneric	1
as_reported	GCA_000026045.1	Natronomonas	Archaea	GCA_013391085.1	0.195553	congeneric	1
no_self_strain	GCA_000026045.1	Natronomonas	Archaea	GCA_013391085.1	0.195553	congeneric	1
novel_species	GCA_000026045.1	Natronomonas	Archaea	GCA_013391085.1	0.195553	congeneric	1
as_reported	GCA_000063445.1	Methanocella	Archaea	GCA_000011005.1	0.268030	congeneric	1
no_self_strain	GCA_000063445.1	Methanocella	Archaea	GCA_000011005.1	0.268030	congeneric	1
novel_species	GCA_000063445.1	Methanocella	Archaea	GCA_000011005.1	0.268030	congeneric	1
as_reported	GCA_000091665.1	Methanocaldococcus	Archaea	GCA_000739065.1	0.114108	congeneric	1
no_self_strain	GCA_000091665.1	Methanocaldococcus	Archaea	GCA_000739065.1	0.114108	congeneric	1
novel_species	GCA_000091665.1	Methanocaldococcus	Archaea	GCA_000739065.1	0.114108	congeneric	1
as_reported	GCA_000092185.1	Thermosphaera	Archaea	GCA_014962245.1	0.121685	congeneric	1
no_self_strain	GCA_000092185.1	Thermosphaera	Archaea	GCA_014962245.1	0.121685	congeneric	1
novel_species	GCA_000092185.1	Thermosphaera	Archaea	GCA_014962245.1	0.121685	congeneric	1
as_reported	GCA_000092305.1	Methanocaldococcus	Archaea	GCA_000739065.1	0.220489	congeneric	1
no_self_strain	GCA_000092305.1	Methanocaldococcus	Archaea	GCA_000739065.1	0.220489	congeneric	1
novel_species	GCA_000092305.1	Methanocaldococcus	Archaea	GCA_000739065.1	0.220489	congeneric	1
as_reported	GCA_000092465.1	Staphylothermus	Archaea	GCA_000015945.1	0.111073	congeneric	1
no_self_strain	GCA_000092465.1	Staphylothermus	Archaea	GCA_000015945.1	0.111073	congeneric	1
novel_species	GCA_000092465.1	Staphylothermus	Archaea	GCA_000015945.1	0.111073	congeneric	1
as_reported	GCA_000144915.1	Acidilobus	Archaea	GCA_055392325.1	0.007453	congeneric	1
no_self_strain	GCA_000144915.1	Acidilobus	Archaea	GCA_055392325.1	0.007453	congeneric	1
novel_species	GCA_000144915.1	Acidilobus	Archaea	GCA_055392325.1	0.007453	congeneric	1
as_reported	GCA_000145295.1	Methanothermobacter	Archaea	GCA_027555065.1	0.000048	same_species	1
no_self_strain	GCA_000145295.1	Methanothermobacter	Archaea	GCA_027555065.1	0.000048	same_species	1
novel_species	GCA_000145295.1	Methanothermobacter	Archaea	GCA_027555045.1	0.134314	congeneric	1
as_reported	GCA_000145985.1	Ignisphaera	Archaea	GCA_030186535.1	0.268030	congeneric	1
no_self_strain	GCA_000145985.1	Ignisphaera	Archaea	GCA_030186535.1	0.268030	congeneric	1
novel_species	GCA_000145985.1	Ignisphaera	Archaea	GCA_030186535.1	0.268030	congeneric	1
as_reported	GCA_000147875.1	Methanolacinia	Archaea	GCA_000784355.1	0.062606	congeneric	1
no_self_strain	GCA_000147875.1	Methanolacinia	Archaea	GCA_000784355.1	0.062606	congeneric	1
novel_species	GCA_000147875.1	Methanolacinia	Archaea	GCA_000784355.1	0.062606	congeneric	1
as_reported	GCA_000148385.1	Vulcanisaeta	Archaea	GCA_026000775.1	0.123300	congeneric	1
no_self_strain	GCA_000148385.1	Vulcanisaeta	Archaea	GCA_026000775.1	0.123300	congeneric	1
novel_species	GCA_000148385.1	Vulcanisaeta	Archaea	GCA_026000775.1	0.123300	congeneric	1
as_reported	GCA_000151105.2	Thermococcus	Archaea	GCA_000517445.1	0.133125	congeneric	1
no_self_strain	GCA_000151105.2	Thermococcus	Archaea	GCA_000517445.1	0.133125	congeneric	1
novel_species	GCA_000151105.2	Thermococcus	Archaea	GCA_000517445.1	0.133125	congeneric	1
as_reported	GCA_000152265.2	Ferroplasma	Archaea	GCA_002078355.1	0.023316	congeneric	1
no_self_strain	GCA_000152265.2	Ferroplasma	Archaea	GCA_002078355.1	0.023316	congeneric	1
novel_species	GCA_000152265.2	Ferroplasma	Archaea	GCA_002078355.1	0.023316	congeneric	1
as_reported	GCA_000166095.1	Methanothermus	Archaea	GCA_055392295.1	0.004027	congeneric	1
no_self_strain	GCA_000166095.1	Methanothermus	Archaea	GCA_055392295.1	0.004027	congeneric	1
novel_species	GCA_000166095.1	Methanothermus	Archaea	GCA_055392295.1	0.004027	congeneric	1
as_reported	GCA_000172995.2	Halogeometricum	Archaea	GCA_000337855.1	0.000057	same_strain	1
no_self_strain	GCA_000172995.2	Halogeometricum	Archaea	GCA_900112175.1	0.155887	congeneric	1
novel_species	GCA_000172995.2	Halogeometricum	Archaea	GCA_900112175.1	0.155887	congeneric	1
as_reported	GCA_000179575.2	Methanothermococcus	Archaea	GCA_049075655.1	0.139239	congeneric	1
no_self_strain	GCA_000179575.2	Methanothermococcus	Archaea	GCA_049075655.1	0.139239	congeneric	1
novel_species	GCA_000179575.2	Methanothermococcus	Archaea	GCA_049075655.1	0.139239	congeneric	1
as_reported	GCA_000186365.1	Desulfurococcus	Archaea	GCA_001006085.1	0.004940	same_species	1
no_self_strain	GCA_000186365.1	Desulfurococcus	Archaea	GCA_001006085.1	0.004940	same_species	1
novel_species	GCA_000186365.1	Desulfurococcus	Archaea	GCA_000231015.3	0.245371	congeneric	1
as_reported	GCA_000187225.2	Haladaptatus	Archaea	GCA_900142335.1	0.000033	same_strain	1
no_self_strain	GCA_000187225.2	Haladaptatus	Archaea	GCA_900156425.1	0.174771	congeneric	1
novel_species	GCA_000187225.2	Haladaptatus	Archaea	GCA_900156425.1	0.174771	congeneric	1
as_reported	GCA_000190315.1	Vulcanisaeta	Archaea	GCA_000148385.1	0.181843	congeneric	1
no_self_strain	GCA_000190315.1	Vulcanisaeta	Archaea	GCA_000148385.1	0.181843	congeneric	1
novel_species	GCA_000190315.1	Vulcanisaeta	Archaea	GCA_000148385.1	0.181843	congeneric	1
as_reported	GCA_000194625.1	Archaeoglobus	Archaea	GCA_016757965.1	0.283502	congeneric	1
no_self_strain	GCA_000194625.1	Archaeoglobus	Archaea	GCA_016757965.1	0.283502	congeneric	1
novel_species	GCA_000194625.1	Archaeoglobus	Archaea	GCA_016757965.1	0.283502	congeneric	1
as_reported	GCA_000195915.1	Thermoplasma	Archaea	GCA_900083515.1	0.216771	inter_genus	0
no_self_strain	GCA_000195915.1	Thermoplasma	Archaea	GCA_900083515.1	0.216771	inter_genus	0
novel_species	GCA_000195915.1	Thermoplasma	Archaea	GCA_900083515.1	0.216771	inter_genus	0
as_reported	GCA_000195935.2	Pyrococcus	Archaea	GCA_000011105.1	0.228939	congeneric	1
no_self_strain	GCA_000195935.2	Pyrococcus	Archaea	GCA_000011105.1	0.228939	congeneric	1
novel_species	GCA_000195935.2	Pyrococcus	Archaea	GCA_000011105.1	0.228939	congeneric	1
as_reported	GCA_000196655.1	Methanohalobium	Archaea	GCA_900106905.1	0.320287	inter_genus	0
no_self_strain	GCA_000196655.1	Methanohalobium	Archaea	GCA_900106905.1	0.320287	inter_genus	0
novel_species	GCA_000196655.1	Methanohalobium	Archaea	GCA_900106905.1	0.320287	inter_genus	0
as_reported	GCA_000196895.1	Halalkalicoccus	Archaea	GCA_000485535.1	0.000002	same_strain	1
no_self_strain	GCA_000196895.1	Halalkalicoccus	Archaea	GCA_001593955.1	0.128799	congeneric	1
novel_species	GCA_000196895.1	Halalkalicoccus	Archaea	GCA_001593955.1	0.128799	congeneric	1
as_reported	GCA_000204415.1	Methanothrix	Archaea	GCA_029167045.1	0.287309	inter_genus	0
no_self_strain	GCA_000204415.1	Methanothrix	Archaea	GCA_029167045.1	0.287309	inter_genus	0
novel_species	GCA_000204415.1	Methanothrix	Archaea	GCA_029167045.1	0.287309	inter_genus	0
as_reported	GCA_000014945.1	Methanothrix	Archaea	GCA_029167205.1	0.312952	inter_genus	0
no_self_strain	GCA_000014945.1	Methanothrix	Archaea	GCA_029167205.1	0.312952	inter_genus	0
novel_species	GCA_000014945.1	Methanothrix	Archaea	GCA_029167205.1	0.312952	inter_genus	0
as_reported	GCA_000204925.1	Metallosphaera	Archaea	GCA_000016605.1	0.243761	congeneric	1
no_self_strain	GCA_000204925.1	Metallosphaera	Archaea	GCA_000016605.1	0.243761	congeneric	1
novel_species	GCA_000204925.1	Metallosphaera	Archaea	GCA_000016605.1	0.243761	congeneric	1
as_reported	GCA_000214415.1	Methanotorris	Archaea	GCA_000243455.2	0.123536	congeneric	1
no_self_strain	GCA_000214415.1	Methanotorris	Archaea	GCA_000243455.2	0.123536	congeneric	1
novel_species	GCA_000214415.1	Methanotorris	Archaea	GCA_000243455.2	0.123536	congeneric	1
as_reported	GCA_000214725.1	Methanobacterium	Archaea	GCA_017874455.1	0.218593	congeneric	1
no_self_strain	GCA_000214725.1	Methanobacterium	Archaea	GCA_017874455.1	0.218593	congeneric	1
novel_species	GCA_000214725.1	Methanobacterium	Archaea	GCA_017874455.1	0.218593	congeneric	1
as_reported	GCA_000215915.3	Halorhabdus	Archaea	GCA_000470655.1	0.002307	same_strain	1
no_self_strain	GCA_000215915.3	Halorhabdus	Archaea	GCA_000023945.1	0.123536	congeneric	1
novel_species	GCA_000215915.3	Halorhabdus	Archaea	GCA_000023945.1	0.123536	congeneric	1
as_reported	GCA_000215995.1	Pyrococcus	Archaea	GCA_900109425.1	0.197292	inter_genus	0
no_self_strain	GCA_000215995.1	Pyrococcus	Archaea	GCA_900109425.1	0.197292	inter_genus	0
novel_species	GCA_000215995.1	Pyrococcus	Archaea	GCA_900109425.1	0.197292	inter_genus	0
as_reported	GCA_000217715.1	Halopiger	Archaea	GCA_003610195.1	0.079608	congeneric	1
no_self_strain	GCA_000217715.1	Halopiger	Archaea	GCA_003610195.1	0.079608	congeneric	1
novel_species	GCA_000217715.1	Halopiger	Archaea	GCA_003610195.1	0.079608	congeneric	1
as_reported	GCA_000217995.1	Methanosalsum	Archaea	GCA_024808815.1	0.248764	congeneric	1
no_self_strain	GCA_000217995.1	Methanosalsum	Archaea	GCA_024808815.1	0.248764	congeneric	1
novel_species	GCA_000217995.1	Methanosalsum	Archaea	GCA_024808815.1	0.248764	congeneric	1
as_reported	GCA_000220175.2	Nitrosarchaeum	Archaea	GCA_000956175.1	0.207842	inter_genus	0
no_self_strain	GCA_000220175.2	Nitrosarchaeum	Archaea	GCA_000956175.1	0.207842	inter_genus	0
novel_species	GCA_000220175.2	Nitrosarchaeum	Archaea	GCA_000956175.1	0.207842	inter_genus	0
as_reported	GCA_000223395.1	Pyrolobus	Archaea	GCA_001412615.1	0.276697	inter_genus	0
no_self_strain	GCA_000223395.1	Pyrolobus	Archaea	GCA_001412615.1	0.276697	inter_genus	0
novel_species	GCA_000223395.1	Pyrolobus	Archaea	GCA_001412615.1	0.276697	inter_genus	0
as_reported	GCA_000223905.1	Haloarcula	Archaea	GCA_039545215.1	0.000108	same_species	1
no_self_strain	GCA_000223905.1	Haloarcula	Archaea	GCA_039545215.1	0.000108	same_species	1
novel_species	GCA_000223905.1	Haloarcula	Archaea	GCA_000336615.1	0.041115	congeneric	1
as_reported	GCA_000226975.3	Natronobacterium	Archaea	GCA_000336655.1	0.000141	same_strain	1
no_self_strain	GCA_000226975.3	Natronobacterium	Archaea	GCA_900112205.1	0.040201	congeneric	1
novel_species	GCA_000226975.3	Natronobacterium	Archaea	GCA_900112205.1	0.040201	congeneric	1
as_reported	GCA_000230715.3	Natronobacterium	Archaea	GCA_900114025.1	0.000084	same_species	1
no_self_strain	GCA_000230715.3	Natronobacterium	Archaea	GCA_900114025.1	0.000084	same_species	1
novel_species	GCA_000230715.3	Natronobacterium	Archaea	GCA_900104065.1	0.131683	congeneric	1
